real_name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
gen=0_training=49,4.62949,5.67624,-0.695057,-2.72696,7.58502,-2.51189,-3.42113,-3.34859,0.418412,9.84185,7.68399,1.19673,6.8026,-2.04555,7.74181,7.26075,5.98439,3.02072,-2.24802,-3.58194,-2.64703,8.22417,9.31263,3.3761,6.65665,3.17722,-0.922725,9.99126,7.62111,8.996,7.90763,-1.21161,-4.23953,4.63143,4.75633,5.23524,-2.51935,6.71346,1.50626,3.8729,-2.70045,7.88186,3.94133,3.1734,2.16614,-1.65963,6.07863,3.79367,9.7798,8.005
gen=0_training=50,9.82434,7.33262,3.15331,2.44325,-0.791734,4.3861,1.91634,0.603466,-1.86475,-0.895078,5.47615,0.0329477,-1.5942,7.03659,4.83631,-2.10156,3.24779,0.150636,0.306885,-1.41504,-1.85562,-0.170815,4.60081,1.01937,7.53878,8.40917,7.52466,1.14998,-2.55608,5.21785,4.4537,2.18814,-2.89281,-4.93737,-3.26057,5.76355,7.08095,-0.494055,0.99506,7.62429,4.11098,-4.5896,9.55134,6.51248,7.30422,2.94425,-0.27804,7.40861,-1.78497,4.16828
gen=0_training=51,8.48939,0.171789,-2.5411,-1.29138,5.41229,-3.10432,7.18042,8.40912,-3.42032,-2.95495,3.45751,2.83422,-1.8057,-1.23004,3.51427,-4.07904,1.88342,-3.45483,-4.7461,-4.5381,4.44126,2.70877,-2.33878,-1.99707,2.78319,-2.12053,-4.89232,6.56657,-0.294381,-1.96728,-0.810927,3.37479,9.85244,5.32589,0.98555,-0.680886,-3.89314,-2.87363,-0.439733,-3.48554,7.14932,7.24198,-2.10351,9.29247,4.39361,5.28999,7.63748,-0.905344,4.10755,5.56071
gen=0_training=52,8.54779,9.94097,8.53691,0.254365,-3.6663,7.72952,2.5781,5.33545,-0.211356,-1.13186,-3.28602,0.923643,0.631844,2.35786,-2.64512,9.18365,0.206831,6.96679,4.06194,4.76262,-0.190779,9.95838,-1.36878,-3.87077,-1.14707,6.70309,4.04829,7.13122,-0.589951,1.52643,7.06189,7.20801,6.30109,-3.29744,2.89053,9.79387,9.78314,6.45599,6.34233,4.06898,-1.07856,-0.0737881,1.67973,-2.7015,2.6798,4.6102,4.83252,2.04628,0.139495,6.80054
gen=0_training=53,1.70002,8.92496,-4.84331,4.08442,-0.215408,-3.56216,9.69818,8.92997,9.49114,1.99946,-1.16726,5.46459,-4.9412,-0.114152,3.17272,3.83716,7.08106,6.03192,-3.80032,1.9032,8.75487,3.37671,0.740884,7.68795,1.75336,-0.850725,-4.81505,3.89033,3.65995,-0.747121,-4.84308,-3.36401,-1.95374,-0.742293,-3.56576,7.98512,7.83635,1.34217,7.69277,8.9754,0.506218,9.86632,8.08351,9.17472,6.11203,3.72899,-4.52384,9.38103,-1.39825,4.94642
gen=0_training=54,4.39845,-2.26814,1.42312,3.25645,-1.6987,0.712761,-4.77928,3.72182,5.87604,5.26808,2.84491,-0.963439,5.18829,4.08219,-0.984696,5.81153,0.818669,2.32009,-3.02574,5.95657,3.68307,4.51423,-4.57614,2.09066,5.8426,-3.84047,8.61926,-3.64152,-0.764789,-2.41469,8.50678,2.69956,7.29691,6.1047,5.3914,6.60981,-4.81381,0.908015,5.78174,5.63228,3.62938,6.15803,4.79901,5.3822,1.67934,5.42897,4.0893,-4.65764,1.02456,-1.93354
gen=0_training=55,5.36441,-3.15991,-1.91843,4.38702,-2.84672,6.8135,8.12831,-2.46528,-2.52164,-4.58429,-1.99414,1.02832,1.77763,1.2222,0.685137,8.53126,0.444875,-1.97907,-1.26237,-2.25409,1.01697,-0.795992,5.61366,5.69957,5.39509,-0.650103,-3.25942,3.45364,-4.05317,5.83752,-3.65234,1.9278,-2.51414,1.19365,5.00111,0.183726,-1.97018,7.55168,7.4722,9.78886,8.23203,6.80053,-3.96629,2.36906,-0.857664,8.35064,0.224259,9.61404,-3.76073,8.70079
gen=0_training=56,-4.74272,-2.11663,-3.43544,9.61477,7.23578,-1.55327,-2.17201,3.87911,-4.56088,3.4541,1.7018,-4.84169,3.30891,-4.59968,7.83927,-4.25356,7.56602,-3.87574,0.124601,4.58272,3.02733,4.0961,-0.537762,-2.32992,5.62919,6.69109,3.72502,6.00242,6.81281,0.743288,2.48181,3.04079,-1.10412,0.370525,7.57657,1.26042,5.66998,9.51589,-3.55312,-4.29241,3.34444,1.62967,1.79829,8.74706,-3.26444,6.44254,2.94482,8.45554,4.61402,-4.68958
gen=0_training=57,7.30962,0.351562,5.20234,3.0521,9.1291,-0.0503846,5.05256,6.88407,-4.72006,6.67705,4.4067,3.0779,2.43038,2.13777,9.00179,2.86724,9.78545,8.81053,-0.864105,5.01582,-3.71772,3.46833,-0.0387779,6.28271,-0.295674,-1.60434,2.8382,8.37724,5.18691,-3.27705,-4.92943,6.4763,8.86359,-2.52786,6.10844,8.05263,-1.64896,-3.75704,3.9065,2.15073,7.7536,4.69765,2.30865,3.92143,0.932249,8.78281,1.29115,7.08018,-3.4357,9.39841
gen=0_training=58,2.06934,5.17114,7.06136,-4.71607,4.32551,1.8195,-1.06508,-4.50521,3.7941,7.98867,0.879475,3.62204,8.83724,-2.17346,-2.46634,-1.78992,-4.77083,3.70374,7.48656,-1.31152,9.43953,9.26062,3.6453,5.33402,6.70437,-0.58978,6.50263,9.12893,-4.80429,6.62442,1.52266,9.43871,-3.07222,5.09536,-2.84749,-2.1565,9.63967,1.7391,-0.876629,-3.27426,8.47064,0.472288,7.48932,4.13054,0.144333,1.53548,1.85143,9.80002,6.73972,4.39764
gen=0_training=59,0.841562,7.70975,6.11966,0.53793,0.613277,-2.32856,0.326683,-0.534314,-3.73548,-1.02266,4.91469,9.82573,5.00621,0.487252,5.9544,3.39937,7.82603,-4.4653,-0.0275335,-1.64087,7.18062,-3.19685,-4.47047,1.90234,7.79325,6.46604,7.07797,2.08813,-1.48875,-1.67039,6.17087,-0.75931,-1.62238,-2.08802,8.63061,-4.4855,9.42817,8.1668,-2.28113,1.43711,2.11022,6.61435,4.05123,1.12358,2.94676,4.88127,5.34964,6.02342,-2.18606,0.957659
gen=0_training=60,7.55387,6.80831,9.9743,4.28595,3.02711,7.9364,7.50366,-3.98395,7.15957,0.0626947,0.504639,-0.534011,-4.8284,-0.607473,-0.567729,5.71143,-0.00466579,3.22263,6.29681,-3.0256,0.653256,-4.93892,4.34419,-2.64657,-2.38535,5.44272,1.01792,0.00104758,7.99544,-2.72081,5.51881,4.37785,1.00624,9.06649,6.05863,2.52123,8.593,6.95415,2.37866,-4.58509,-1.8903,-0.775819,0.228428,-4.01461,-4.09212,-4.3421,-2.38393,-3.00179,8.91001,-3.34793
gen=0_training=61,-2.73693,-4.0105,-0.964393,0.848671,3.11462,1.34672,-3.63091,-2.07283,9.87359,2.95696,5.94436,6.6627,4.39666,8.83518,6.76898,5.31469,6.43492,6.61209,8.95273,5.7003,9.76598,1.88385,-1.61128,7.97059,4.13475,2.91102,-0.458524,6.20975,2.89994,7.9462,8.78771,5.31032,6.91329,5.74942,4.45418,7.01751,3.8536,1.55263,5.52368,0.917234,2.28816,9.80627,-4.77559,7.42168,7.56389,9.95327,5.51397,-3.38302,-2.04664,0.0768386
gen=0_training=62,3.13133,5.54153,9.29306,-4.2091,3.37778,4.29831,-0.542729,-4.94856,2.04147,3.9971,2.60595,-0.432225,8.20109,6.03469,6.18664,7.5946,-2.69469,-1.72927,4.59473,3.6868,9.01375,-1.65663,-0.855786,2.55712,3.93461,1.95062,4.95836,4.06264,-3.57743,3.35399,1.96893,7.66946,8.61442,-4.17742,2.75003,9.96126,3.66755,4.62786,4.23581,-2.61628,8.05089,-2.18948,1.41103,9.81507,5.00651,-4.10002,8.46946,-2.16808,4.56051,4.07554
gen=0_training=63,9.27748,-0.268625,8.74988,-3.43097,5.79049,4.90768,7.93942,7.89053,-0.6726,-3.0532,7.41569,7.44706,-0.311295,7.72681,-4.89083,-3.29512,3.49676,-2.1785,6.77148,-4.17075,-3.07554,7.54923,9.65762,5.92225,-2.60224,5.83887,-4.21946,-1.1596,2.28968,0.636795,3.76701,9.39173,9.45961,1.6993,0.0703606,3.15148,9.31885,-1.2669,4.05984,4.75388,-4.34415,-4.96388,-4.261,-3.45023,-3.13115,2.03556,-1.91691,1.70998,9.00812,2.30168
gen=0_training=64,-2.18328,4.55957,2.77736,-3.70474,9.84625,2.74889,9.8692,8.70497,3.35674,-0.417956,4.05494,3.53979,-0.412529,6.11365,-4.56689,4.23868,1.63208,-2.52606,3.33638,6.57466,8.85464,2.01711,8.00041,7.85315,1.44337,-2.7336,4.70277,4.46927,9.45908,4.03127,-0.785157,-3.69184,0.887844,-2.29019,-0.288992,-1.6865,-0.47192,-3.39091,1.75725,8.6058,6.27438,-2.54485,5.75587,7.90645,3.60551,7.71286,-4.03755,0.968263,5.72208,-4.8321
gen=0_training=65,1.21555,1.58224,5.05496,-4.59843,-3.96661,8.70879,9.09436,0.483352,-4.11243,1.81387,6.23036,2.66964,9.97644,-0.655536,4.15119,7.69929,-3.82322,3.54572,-2.64356,-0.747812,9.57606,4.84396,1.41951,9.71869,7.91881,-4.54317,-1.17322,-3.13427,1.45858,5.96072,3.42757,9.1753,1.54884,5.41311,3.60518,-1.70057,0.679388,9.26029,-1.48515,4.60663,3.13879,2.65814,6.68308,-0.489358,-3.729,0.700937,-3.13899,-3.79658,-4.39549,-3.06106
gen=0_training=66,6.74442,-3.39514,0.638648,-1.83509,4.23685,3.80942,7.81621,-2.61713,0.694587,-3.99783,1.39327,0.345297,-0.128992,-4.0456,-4.17925,8.39688,4.76715,-1.49808,1.86996,5.17339,6.89502,8.17969,3.30312,-3.11816,-1.64228,8.84762,-3.13469,9.59549,-1.10537,2.2264,9.16276,7.59858,6.40519,5.62932,-1.34473,1.43051,-2.95854,-0.0839368,2.92453,9.48119,5.016,3.93567,-0.0904032,-0.729165,8.12777,-4.80096,-3.91625,-3.57076,4.40709,9.78512
gen=0_training=67,7.0477,2.12796,2.20941,3.14307,-4.30015,9.53374,6.92086,2.08455,4.37687,9.09303,0.755508,4.95464,5.60861,4.76872,5.58258,1.22621,5.33277,9.445,2.33231,9.50639,4.15936,-2.87316,0.608776,-1.27424,4.95067,-1.89729,4.80991,-4.26082,8.5117,-1.25621,3.13482,5.00225,9.70674,4.15089,-4.23066,0.698684,-4.13992,2.1203,7.17945,3.49414,5.23858,-1.38755,-0.200669,2.5483,-1.10263,-3.41004,-0.149834,6.17128,-4.48387,1.04383
gen=0_training=68,9.48798,5.31206,9.50599,2.2817,5.1704,3.41311,6.62785,4.14893,5.10602,4.38868,7.53273,9.50074,3.61524,1.57016,7.48464,-3.78797,3.97606,-2.63607,8.16014,7.40013,-4.07205,6.31213,2.19754,0.921568,-3.26395,3.92876,7.27671,0.283921,0.21121,1.7332,8.1965,-0.0612049,4.68179,2.08904,0.435019,-0.512594,6.16068,4.46351,6.54776,2.20652,7.3999,2.43219,3.61102,9.41992,-1.53454,-3.90153,5.45394,5.71202,2.65447,-2.72117
gen=0_training=69,-0.233865,6.28073,7.7598,7.3896,8.23466,2.46118,5.01385,5.97669,2.20674,3.22341,9.494,5.56727,0.13456,2.80235,3.68868,-0.607296,4.06112,-3.10105,2.54777,-2.72472,-1.25672,0.0882586,-2.13192,3.91388,2.36785,7.52683,-0.0954416,8.20361,-2.17332,-3.03974,4.62752,0.10762,3.60086,9.97488,-3.67319,9.27022,-4.94319,-1.44165,9.15101,8.25962,6.53448,7.53235,-0.47365,-1.33468,8.67269,-1.91981,-4.31298,9.89073,7.69094,1.37763
gen=0_training=70,5.64647,6.22606,-4.32217,-3.82155,8.43083,2.22924,2.91618,5.83914,2.0817,9.40525,8.48892,-0.794378,7.08587,1.13858,-1.50783,9.49213,6.69496,3.31788,7.93594,8.95859,8.47031,8.66022,7.8198,6.2385,0.365288,4.13377,3.18606,5.01913,-3.28765,1.08883,1.02198,-4.61058,-4.77733,0.154584,-4.0288,9.40754,4.9735,3.25622,9.05414,7.81831,-3.82361,5.17906,7.29629,-1.90007,4.78014,8.27868,-0.516127,-0.152157,1.90044,0.547129
gen=0_training=71,-0.131577,4.78223,8.09326,0.0527638,7.10016,0.298795,8.48593,2.91246,7.94301,4.23784,1.18393,-1.56058,1.60658,-4.20856,2.47219,2.95215,-4.43419,0.835241,-4.53848,0.718657,-3.20621,9.46546,6.27971,7.56702,6.30176,6.36608,1.74622,0.225567,0.62406,7.68737,0.866441,6.01331,1.18595,3.01764,-3.16518,-0.163154,-0.633625,1.01633,0.121244,-3.72833,-0.904842,-4.12669,-0.790571,8.91149,-1.70705,2.09197,1.97257,2.9591,9.39033,1.96316
gen=0_training=72,0.0352651,1.33438,4.64901,6.02764,8.90821,-0.549614,-4.25526,-1.4022,3.48548,5.95074,0.172196,-2.55206,1.50331,4.55071,9.42712,-3.81761,-3.70242,2.54015,-4.36785,5.82106,-1.83164,2.30059,-3.93638,0.04958,8.26755,0.704267,5.49195,1.17102,-1.90219,3.5189,-1.09605,-4.71495,5.92496,0.0217207,-2.25816,6.07763,-1.14998,0.196965,3.49543,8.48695,1.56507,3.34963,7.60255,0.855295,7.84602,9.51134,4.3685,4.19225,4.86125,3.85304
gen=0_training=73,8.06409,-4.41881,2.805,-3.34632,6.79655,8.15966,-2.74636,7.95597,5.69632,0.885322,5.16697,-0.0934275,6.22252,-3.397,5.34716,6.63764,2.10654,7.27246,7.36499,7.64349,4.84053,-3.34409,8.43226,3.49591,-1.78066,5.50577,5.2002,5.23597,-2.10181,8.58125,0.143366,4.1767,1.42293,-4.28833,9.88338,2.08622,-3.55298,5.60568,8.93947,6.56849,-0.409838,-1.57953,-4.13061,5.06175,5.58822,-2.76888,-3.7666,-0.214417,-3.24928,-1.29351
gen=0_training=74,4.02385,8.65139,8.01749,-1.65653,-2.62275,-2.64367,3.98699,1.24143,-2.44068,6.43411,8.92452,8.33001,5.68051,6.65658,-3.52973,-1.32214,4.22714,-4.99883,3.64283,7.0818,-0.5449,5.98427,4.99736,-2.16678,5.25198,1.39174,4.17377,9.3858,3.43622,6.90936,-3.93013,-1.03714,-2.27224,0.70416,7.68849,3.89864,9.06087,7.68422,-4.55094,-3.12439,2.82536,-4.77202,5.14369,-3.92338,7.1693,6.84215,3.23867,2.75101,-0.609325,-1.17187
gen=0_training=75,-1.15401,0.491057,-1.19015,-2.00467,-1.0666,-2.03054,-3.15249,9.68816,8.89672,6.79024,5.29781,9.18047,-2.0443,9.90492,2.96465,-1.63836,8.72091,0.417558,6.57611,1.27783,9.20588,5.82754,6.62105,-4.02,0.248359,-4.17502,-2.52927,4.63606,4.77244,9.17727,-0.473986,0.942164,2.75109,9.79388,9.21417,-0.874973,4.56755,-2.24921,-3.82158,2.38904,6.04791,1.20828,-1.3306,1.15614,8.56009,-0.146926,1.712,7.7384,-1.01905,4.8833
gen=0_training=76,-1.73013,-4.97308,0.219459,5.4042,-1.80881,-0.913685,5.98989,-1.7715,5.98327,-2.07774,-4.41112,6.07313,8.99169,-0.889059,6.57593,-4.63909,-0.194443,9.34177,4.25587,8.43807,1.30668,3.10315,-1.47172,1.82552,8.95765,-4.06668,-0.710198,3.22503,5.01797,8.40876,3.87903,-4.88786,0.0419468,-3.37037,7.32121,8.46985,0.944307,-0.75115,9.29558,-1.46988,-1.15122,-3.21694,-3.52378,7.01811,0.730687,5.10038,6.82635,8.20909,2.31879,9.98291
gen=0_training=77,-0.587801,8.35946,-0.163997,1.53087,1.05253,8.34663,8.62245,3.58989,-1.04944,5.01006,-3.97267,5.24645,3.20625,5.74313,-4.36351,1.71948,2.89511,0.0801531,4.69697,-4.88819,-4.63902,2.15897,3.52168,-0.655219,-2.25477,-3.37385,9.56304,-3.30564,5.47328,6.80897,9.61912,9.67779,4.12057,4.36472,2.43434,7.42768,7.34772,8.37414,-4.9055,-4.84585,4.17809,-2.69013,1.28893,5.26696,3.86001,-2.0439,0.616767,4.91351,-2.31624,-0.971074
gen=0_training=78,-1.38226,-3.64244,7.52355,-2.31407,8.61596,0.0044332,3.80513,-1.64291,4.21868,7.60411,7.23715,-3.97244,-0.807755,7.83018,-3.89595,4.57696,7.20506,5.06237,3.87664,6.50827,-2.09411,-1.23246,9.72427,6.71735,-3.03729,2.2509,5.50127,3.8459,6.04858,-0.00822345,2.8013,-0.498114,7.79765,7.53472,4.71027,4.93164,0.26026,7.02332,2.06448,0.620056,-1.26784,-0.333876,8.4082,3.71157,9.56631,7.44804,1.09288,6.79777,7.89209,6.17281
gen=0_training=79,-2.59697,-3.83245,-3.11957,1.21915,4.74652,5.45975,0.97885,-0.32913,7.59241,6.12449,8.79665,2.12462,-2.36375,8.72508,-4.52462,4.60873,-0.479733,-4.66151,3.73654,3.11325,1.26318,-0.829321,7.57959,6.57636,5.1194,9.62628,6.18112,-1.48495,-3.18603,4.46856,-4.15671,-3.5097,-1.49496,2.65455,0.808885,-2.80265,-4.69159,1.23138,-1.24396,0.0626105,2.64799,7.36624,8.74131,-4.72194,-4.1407,2.70886,-1.56987,-3.976,5.21349,-0.725976
gen=0_training=80,3.49797,2.7828,-0.600842,6.92845,5.95494,-1.80526,5.69439,0.794758,-0.64665,3.25419,-4.85658,-2.00952,1.93558,3.97325,9.91646,1.59477,-0.911959,-2.80096,6.48935,-1.10873,6.81686,4.20487,5.98102,4.04199,4.2174,0.191151,-2.37557,5.17643,3.95069,-3.67711,0.638935,8.06379,3.44014,-3.6108,5.08186,-2.37746,0.830239,-0.210742,0.293087,5.20645,3.82224,8.52814,6.00875,2.04019,1.79572,9.23219,8.84603,5.5688,0.94727,0.365562
gen=0_training=81,6.25588,3.01842,7.17444,-4.07776,2.66979,-2.84613,2.44592,6.27316,2.47905,-1.78462,-2.894,-1.51477,0.314004,3.32326,0.38338,7.04511,-1.3603,-1.35597,-0.281258,-2.34512,-2.16215,0.418756,-0.406871,2.28748,4.33412,-0.378289,3.41738,-1.72087,6.16314,6.51676,1.30039,8.59354,5.0174,1.00921,2.25796,2.47987,-2.63497,2.3087,-3.78334,5.93984,-0.63424,2.21907,-1.6472,0.762901,9.28305,-4.44051,4.5592,6.98352,6.88773,1.54933
gen=0_training=82,6.56803,0.0615752,8.23621,-1.06594,-3.84768,7.32468,0.101703,-3.64526,-4.32794,8.35656,-2.66135,-0.250052,-2.18901,-1.32252,-1.8532,1.12932,-4.9835,1.09123,-2.56402,-4.31408,2.01528,7.20185,-0.118652,-0.579422,9.31382,7.92007,-3.92767,6.98266,7.34695,-4.71227,6.40212,-1.48337,-2.04204,2.41342,3.26467,-3.61421,-2.33001,-4.92711,1.93434,4.59704,9.79381,2.19152,0.0919061,4.934,0.325015,5.96123,0.828674,6.54774,2.57745,1.66208
gen=0_training=83,-3.27067,-0.503539,1.99433,4.53969,4.09135,9.88109,-3.32873,7.63075,4.58628,1.33586,1.00448,-1.96148,-4.44299,4.98704,-1.7836,6.93116,0.998381,2.10266,-3.25837,3.00095,-0.959498,-0.220544,4.21811,-3.76086,-0.711913,7.15382,5.76123,-4.09908,8.99233,9.9782,5.41534,4.04044,7.37339,1.80995,0.267235,8.66967,2.56221,7.23259,-4.17531,3.69316,0.138089,-2.32335,5.55369,4.153,-0.213286,-3.24154,-2.07286,5.13831,-1.63723,7.72731
gen=0_training=84,8.28639,-0.876824,3.09385,9.0836,4.94926,4.8347,6.22422,6.19301,5.31574,-0.221879,-4.24315,9.03509,-3.27701,5.57553,1.39723,1.94959,-3.20718,-1.55621,8.43767,1.72759,0.00298487,7.88453,3.8769,-4.77799,-0.16166,5.06577,3.61661,-4.96633,2.38169,5.07384,3.04434,3.61701,0.679934,-3.66685,5.75283,-3.84552,-0.88604,-2.55925,8.40679,5.41878,5.87977,-4.4785,4.50463,0.619008,-2.22004,-0.787117,9.19018,7.57378,6.46112,-1.76955
gen=0_training=85,-4.33645,9.27724,-3.80608,-4.85829,6.26408,-0.697317,9.11658,4.44948,7.63974,7.03387,1.48872,-3.16589,-0.756114,9.65992,-2.09024,8.19956,-2.95839,4.98406,9.9651,6.90452,-0.370476,6.137,-1.72323,2.39944,0.928819,3.45028,9.03069,-0.535932,8.12187,9.44308,2.63877,-1.87873,-2.42165,0.504215,-0.145416,7.51297,1.26971,4.30999,-1.05358,1.97647,-4.09166,8.36015,5.28981,0.369234,-4.57621,7.90097,-2.68917,-2.0778,7.04346,2.91474
gen=0_training=86,-2.88934,3.68204,6.84614,5.86512,-0.367257,6.30096,9.5497,7.46887,0.272346,-2.29698,-3.45125,-1.76224,1.29504,3.749,0.847106,6.24306,5.44767,8.56442,-4.13041,9.81479,0.443941,-0.643893,-2.96117,5.08068,1.26816,-4.78658,-0.956848,-1.67695,-0.899106,-0.333256,-2.62923,8.89506,6.68735,-2.77867,-4.51979,4.0867,3.44414,-4.2644,-2.91205,-0.58391,0.333587,-0.867649,9.79396,1.81057,8.80841,4.20783,9.58813,7.76486,5.35698,8.22774
gen=0_training=87,4.16656,-1.96719,-2.27193,-1.46914,-0.51332,5.7946,-3.7602,1.50068,6.26124,0.747308,5.63188,8.63872,9.35934,5.18461,1.54969,8.23308,3.63193,-0.577226,1.44532,0.616049,0.732983,9.15831,5.92324,6.43868,6.16355,-3.5554,1.41394,-2.4094,1.69363,-3.99898,4.18588,5.0587,-4.00349,9.28703,8.43009,-4.21331,-0.0253114,3.6132,-1.91612,-1.21862,-3.6689,1.01985,-1.21504,-3.53016,5.13346,-1.82423,-2.9532,-3.90404,2.38411,0.66861
gen=0_training=88,5.06457,-1.23721,-0.0259192,4.83713,8.15282,-4.68085,-4.40842,9.39372,-1.58542,5.07201,3.01007,6.87962,2.07753,1.79415,4.39955,9.61294,-2.45577,7.99344,0.674696,2.77743,7.64063,1.41021,9.90638,4.18237,-4.49007,-1.02628,-3.49316,-3.76799,-4.54062,-3.91536,-3.00505,6.86942,4.54971,6.26357,-2.48128,2.73774,5.30564,-2.12155,8.53104,0.538984,4.40033,5.5701,4.18033,9.65563,9.77079,3.90708,-1.34111,-1.72929,-4.18239,3.05832
gen=0_training=89,2.94826,3.17251,9.61223,9.38923,-4.53722,-1.37154,-1.69797,5.48831,-0.380854,7.42541,-2.97122,1.59459,-3.92528,1.99571,2.60851,0.194915,-3.07119,-0.485264,8.5137,5.53315,3.11041,1.24375,-1.97408,-1.24299,7.44595,-4.56406,2.64943,1.60292,3.04571,-0.615171,4.98046,8.44407,5.48017,-1.26231,-1.01193,3.83236,-3.32855,5.31445,4.85782,5.69591,8.53306,1.47723,-2.8406,6.66298,-1.03828,-0.212515,1.59262,3.98537,4.18952,2.39268
gen=0_training=90,5.02315,-0.407351,3.30351,0.907465,-2.34192,7.80215,-4.14209,1.93659,5.53272,-1.40646,-3.58202,3.97431,2.99889,6.92182,1.13935,2.17679,9.38473,-0.100325,8.81189,-0.319388,1.8419,-3.49191,6.73359,-4.42845,-0.627972,-1.822,-0.563565,-0.157033,3.12844,-1.19498,-1.9784,-4.52541,8.76757,-0.112335,6.81766,-1.93165,6.9429,0.629558,-3.11405,1.8399,0.0378585,6.53427,-1.75765,8.28541,5.82475,7.22512,7.16694,-2.60118,8.77975,6.02111
gen=0_training=91,-1.0785,8.09304,2.4136,-2.53617,5.32545,-4.15537,3.55644,1.33014,1.11566,-4.2278,0.318863,9.27052,5.99797,0.291952,0.227616,-4.81082,9.96482,8.69727,6.87596,3.36676,-4.92959,5.02541,-2.20765,4.69251,3.0886,1.52023,2.39901,-0.233372,8.92261,7.57686,6.01864,1.81252,-0.489181,7.61725,1.75598,1.93065,-2.89561,3.84012,3.12314,-0.232206,-0.321369,0.683712,-1.49541,-1.83559,-2.14344,4.51,9.29653,1.83652,-1.96315,-0.85088
gen=0_training=92,9.55302,2.39678,3.76019,8.23005,-3.35942,-1.96004,-2.53548,-1.0858,2.51104,-3.46494,-0.923399,0.204502,1.11099,-3.83349,2.22303,-0.0927601,-4.36936,5.69274,3.44519,-2.05958,2.05045,4.41978,8.80285,4.88539,7.0042,4.56863,2.08698,8.93295,8.4996,4.68477,7.5415,3.79222,-4.61932,6.81005,1.49494,-0.356733,6.09762,-2.36382,-4.26577,7.03384,2.67465,2.01142,-3.86061,6.15568,-3.35129,4.09096,2.21388,-0.502504,5.5801,-3.0339
gen=0_training=93,-2.0195,-4.25838,0.468721,0.631369,2.29635,4.68397,7.06574,2.95514,-0.124062,9.11264,4.88188,-4.14277,8.69672,5.26283,-2.88355,1.36916,0.632945,-3.22222,4.92418,2.58653,4.48599,6.92138,0.396911,-3.53752,8.8519,8.10693,9.48,2.70823,1.1845,0.518693,8.87043,-1.64183,-1.39313,-0.879213,-0.897415,-3.12858,2.37285,-1.21337,8.72512,9.68445,8.99592,4.30263,2.5046,3.27871,-4.71117,-0.461547,9.52075,3.36786,8.12437,9.03052
gen=0_training=94,5.94651,-1.29792,1.14278,9.48881,-0.894577,1.93969,1.1501,0.308225,8.4837,-2.54305,9.31986,-1.37978,3.83624,7.31692,2.83896,9.94849,-4.21599,4.40479,-3.6959,8.52875,2.43904,1.06515,8.17154,-3.44626,0.62523,-0.334669,0.347019,2.33793,-4.1518,9.78388,-4.36832,-0.528012,0.196518,3.42966,1.04006,3.01741,-0.247442,5.9995,-1.66545,6.31532,6.83947,-2.84838,6.89449,9.07454,1.56766,7.08042,2.12666,-4.17322,-4.66248,5.8281
gen=0_training=95,1.05393,-1.40446,5.41432,-0.524927,1.16434,7.52694,5.34506,-0.79437,6.2095,5.40957,-2.14881,6.51696,5.36724,8.54125,-1.12612,1.83381,1.43094,9.75839,9.15289,9.29658,-0.215466,5.57979,-3.50523,0.625105,-2.8715,9.23058,3.97632,-1.2636,-4.32598,9.35433,6.8328,7.79424,-0.831555,8.92349,-2.14991,-4.31449,4.08548,9.62743,-1.75649,8.87336,4.55183,5.33041,9.08582,-3.28134,2.30022,4.99892,2.50795,1.06422,6.23933,7.27186
gen=0_training=96,-2.91116,3.43442,-4.53846,9.16489,1.62891,-3.72846,4.31804,9.95327,-3.2794,1.69114,-2.30354,7.72405,4.29843,-3.65495,0.0606401,4.40969,2.69849,-1.00033,9.28608,-0.95743,-3.62521,-2.48999,2.02877,-1.52109,-4.03504,-2.79838,6.31481,1.35341,1.89021,3.92292,5.67565,0.341566,7.06117,5.04564,-4.92161,9.15608,4.80783,-0.920866,6.13062,1.18758,1.31311,0.0234684,-2.69375,8.57707,5.27374,3.55904,-3.3436,8.96725,0.610494,0.107211
gen=0_training=97,9.14341,-2.45533,-1.29137,3.88698,1.43067,5.06561,7.62455,4.225,0.745513,6.35452,6.91849,-1.19293,2.77307,-4.53913,4.70748,9.02566,-1.12003,1.1557,-0.619644,-3.70379,4.09571,3.57764,1.72189,-0.0517711,1.49426,2.14461,3.28487,0.480684,0.273522,8.83977,4.1399,9.88929,-0.121069,-2.41235,0.114333,7.65482,2.8703,1.75629,9.75481,-4.08946,5.79566,8.00153,6.54018,0.0849381,9.93051,-4.07988,3.47719,7.22756,3.66909,7.0393
gen=0_training=98,-4.46827,4.07076,9.1832,1.121,-0.150171,1.58329,5.44226,2.5714,6.74735,0.608393,2.29842,-0.837569,4.86818,0.126442,6.26244,0.957404,5.75561,1.31926,-0.714884,-3.28211,8.54029,-3.82744,-0.694483,9.05668,-4.89496,0.0948566,9.35632,-2.97904,6.48735,7.25269,-2.28444,1.09416,7.95148,0.961612,-0.77639,8.20596,4.44636,7.97673,6.02138,8.78592,6.22476,5.37361,7.398,8.47162,2.36664,1.17469,8.08733,4.57179,7.24298,-4.91745
